word,lemma,POS,IC,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list
peticionario,peticionario,nms    ,NC_O,petitioner,,,,,,,,,,,,,,1
pimienta,pimiento,n,NC_O,pepper,,,,,,,,,,,,,,1
pimiento,pimiento,n,NC_O,pepper,,,,,,,,,,,,,,1
pisca,pisco,n,NC_O,turkey,1,,,,,,,,,,,,,1
pisco,pisco,nms    ,NC_O,turkey,1,,,,,,,,,,,,,1
pista,pista,n,NC_A,"track, runway",,,,,,,,,,,,,,1
pisto,pisto,nms    ,NC_O,"(ES, GU, HO) money, (MX) hard liquor)",,,,,,,,,,,,,,1
pizca,pizca,nfs    ,NC_A,"a pinch, dash, little bit",,,,,V,,,,,,,,,1
pizco,pizco,nms    ,NC_O,a pinch,,,,,,,,,,,,,,1
plenaria,plenaria,n,NC_A,?,,,,,,,,,,,,,,1
plenario,plenario,n,NC_O,plenary session,,,,,,,,,,,,,,1
po,po,n,NC_O,?,,,,,,,,,,,,,,1
politica,politica,n,NC_A,politician,1,,,,,,,,,,,,,1
politico,politico,n,NC_O,politician,1,,,,,,,,,,,,,1
politiquera,politiquero,n,NC_O,political intruiguer,1,,,,,,,,,,,,,1
politiquero,politiquero,n,NC_O,political intruiguer,1,,,,,,,,,,,,,1
pollera,pollera,nfs    ,NC_A,chicken raiser,1,,,,,,,,,,,,,1
pollero,pollero,nms    ,NC_O,chicken raiser,1,,,,,,,,,,,,,1
polola,polola,n,NC_A,(CH) gf,1,,,,,,,,,,,,,1
pololo,pololo,nms    ,NC_O,(CH bf,1,,,,,,,,,,,,,1
portera,portera,nfs    ,NC_A,doorman,1,,,,,,,,,,,,,1
portero,portero,n,NC_O,doorman,1,,,,,,,,,,,,,1
portezuela,portezuela,nfs    ,NC_A,car door,,,,,,,,,,,,,,1
portezuelo,portezuelo,nms    ,NC_O,?,,,,,,,,,,,,,,1
posa,poso,n,NC_O,V,,,,,,,,,,,,,,1
poso,poso,nms    ,NC_O,sediments of a drink,,,,,,,,,,,,,,1
pota,pota,nfs    ,NC_A,cuttlefish,,,,,V,,,,,,,,,1
poto,poto,nms    ,NC_O,"(PU, CH) butt",,,1,,V,,,,,,,,,1
potra,potra,nfs    ,NC_A,mare,1,,,,,,,,,,,,,1
potro,potro,nms    ,NC_O,stallion,1,,,,,,,,,,,,,1
pr√°ctica,pr√°ctica,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
pr√°ctico,pr√°ctico,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
prendia,prendia,n,NC_A,?,,,,,,,,,,,,,,1
prendio,prendio,n,NC_O,?,,,,,,,,,,,,,,1
prepaga,prepago,n,NC_O,Adj/V,,,,,,,,,,,,,,1
prepago,prepago,n,NC_O,Adj/V,,,,,,,,,,,,,,1
presa,presa,nfs    ,NC_A,"prisoner, resevoir, piece of meat, capture, prey",1,,,,,,,,,,,,,1
preso,preso,n,NC_O,prisoner,1,,,,,,,,,,,,,1
prima,prima,n,NC_A,cousin,1,,,,,,,,,,,,,1
primeriza,primeriza,nfs    ,NC_A,first-timer,1,,,,,,,,,,,,,1
primerizo,primerizo,nms    ,NC_O,first-timer,1,,,,,,,,,,,,,1
primo,primo,nms    ,NC_O,cousin,1,,,,,,,,,,,,,1
primog√©nita,primog√©nita,nfs    ,NC_A,firstborn,1,,,,,,,,,,,,,1
primog√©nito,primog√©nito,nms    ,NC_O,firstborn,1,,,,,,,,,,,,,1
prisionera,prisionero,n,NC_O,prisoner,,,,,,,,,,,,,,1
prisionero,prisionero,n,NC_O,prisoner,,,,,,,,,,,,,,1
privada,privada,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
privado,privado,nms    ,NC_O,adj,,,,,,,,,,,,,,1
promedia,promedio,n,NC_O,V,,,,,,,,,,,,,,1
promedio,promedio,n,NC_O,Average,,,,,V,,,,,,,,,1
propietaria,propietaria,n,NC_A,proprietor,1,,,,,,,,,,,,,1
propietario,propietario,nms    ,NC_O,proprietor,1,,,,,,,,,,,,,1
prota,prota,n,NC_A,star of a show,1,,,,,,,,,,,,,1
protesta,protesta,nfs    ,NC_A,protest,1,,,,V,,,,,,,,,1
protesto,protesto,nms    ,NC_O,protest,,,,,,,,,,,,,,1
proto,proto,n,NC_O,?,,,,,,,,,,,,,,1
psic√≥loga,psic√≥logo,n,NC_O,psychologist,,,,,,,,,,,,,,1
psic√≥logo,psic√≥logo,nms    ,NC_O,psychologist,,,,,,,,,,,,,,1
psicologa,psic√≥logo,n,NC_O,psychologist,,,,,,,,,,,,,,1
psicologo,psic√≥logo,n,NC_O,psychologist,,,,,,,,,,,,,,1
puerca,puerca,nfs    ,NC_A,sow,,,,,,,,,,,,,,1
puerco,puerco,nms    ,NC_O,pig,,,,,,,,,,,,,,1
puna,puna,nfs    ,NC_A,altitude sickness (LA),,,,,V,,,,,,,,,1
puno,pu√±o,n,NC_O,?,,,,,V,,,,,,,,,1
punta,punta,nfs    ,NC_A,"tip, point, end, a pinch/little bit",,,,,V,,,,,,,,,1
puntita,puntita,n,NC_A,little punta,,,,,,,,,,,,,,1
puntito,puntito,n,NC_O,little punto,,,,,,,,,,,,,,1
punto,punto,n,NC_O,point,,,,,,,,,,,,,,1
puta,puta,nfs    ,NC_A,whore,,1,,,,,,,,,,,,1
puto,puto,nms    ,NC_O,?,,1,,,,,,,,,,,,1
qu√≠mica,qu√≠mica,nfs    ,NC_A,chemist,1,,,,,,,,,,,,,1
qu√≠mico,qu√≠mico,nms    ,NC_O,chemist,1,,,,,,,,,,,,,1
qua,qua,n,NC_A,?,,,,,,,,,,,,,,1
quimica,qu√≠mica,n,NC_A,"chemic, Chemistry",1,,,,,,,,,,,,,1
quimico,qu√≠mico,n,NC_O,chemic,1,,,,,,,,,,,,,1
quiropr√°ctica,quiropr√°ctica,nfs    ,NC_A,chiropractor,1,,,,,,,,,,,,,1
quiropr√°ctico,quiropr√°ctico,nms    ,NC_O,chiropractor,1,,,,,,,,,,,,,1
quo,quo,n,NC_O,?,,,,,,,,,,,,,,1
rada,rada,nfs    ,NC_A,"bay, creek, cove",,,,,,,,,,,,,,1
rado,rado,n,NC_O,?,,,,,,,,,,,,,,1
ranchera,ranchera,nfs    ,NC_A,rancher,1,,,,,,,,,,,,,1
ranchero,ranchero,nms    ,NC_O,rancher,1,,,,,,,,,,,,,1
raspada,raspada,nfs    ,NC_A,V,,,,,,,,,,,,,,1
raspado,raspado,nms    ,NC_O,scraping,,,,,,,,,,,,,,1
rata,rata,nms    ,NC_A,rat,1,,,,,,,,,,,,,1
rato,rato,nms    ,NC_O,rat,1,,,,,,,,,,,,,1
rayita,rayita,n,NC_A,little ray,,,,,,,,,,,,,,1
rayito,rayito,n,NC_O,little ray,,,,,,,,,,,,,,1
rea,reo,n,NC_O,defendant,1,,,,,,,,,,,,,1
reata,reata,nfs    ,NC_A,"rope, lasso, single file ",,,,,V,,,,,,,,,1
reato,reato,n,NC_O,?,,,,,V,,,,,,,,,1
reconocia,reconocia,n,NC_A,?,,,,,,,,,,,,,,1
reconocio,reconocio,n,NC_O,?,,,,,,,,,,,,,,1
recordatoria,recordatorio,n,NC_O,Adj,,,,,,,,,,,,,,1
recordatorio,recordatorio,nms    ,NC_O,"reminder, souvenir",,,,,,,,,,,,,,1
recrea,recreo,n,NC_O,V,,,,,,,,,,,,,,1
recreo,recreo,nms    ,NC_O,recreation,,,,,,,,,,,,,,1
refrenda,refrenda,n,NC_A,?,,,,,,,,,,,,,,1
refrendo,refrendo,nms    ,NC_O,endorsement,,,,,,,,,,,,,,1
regala,regala,nfs    ,NC_A,V,,,,,,,,,,,,,,1
regalo,regalo,nms    ,NC_O,"present, gift",,,,,,,,,,,,,,1
reina,reina,nfs    ,NC_A,queen,,,,,,,,,,,,,,1
reino,reino,nms    ,NC_O,king,,,,,,,,,,,,,,1
rellena,rellena,nfs    ,NC_A,Adj/V,,,,,,,,,,,,,,1
relleno,relleno,nms    ,NC_O,Adj/V,,,,,,,,,,,,,,1
remera,remera,nfs    ,NC_A,oarsman,1,,,,,,,,,,,,,1
remero,remero,nms    ,NC_O,"rower, oarsman",1,,,,,,,,,,,,,1
reo,reo,nms    ,NC_O,defendant,1,,,,,,,,,,,,,1
reportera,reportera,n,NC_A,reporter,1,,,,,,,,,,,,,1
reportero,reportero,nms    ,NC_O,reporter,1,,,,,,,,,,,,,1
repostera,repostero,n,NC_O,pastry chef,1,,,,,,,,,,,,,1
repostero,repostero,nms    ,NC_O,pastry chef,1,,,,,,,,,,,,,1
respondia,respondia,n,NC_A,?,,,,,,,,,,,,,,1
respondio,respondio,n,NC_O,?,,,,,,,,,,,,,,1
ret√≥rica,ret√≥rica,nfs    ,NC_A,rhetoric,,,,,Adj,,,,,,,,,1
ret√≥rico,ret√≥rico,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
retrata,retrata,n,NC_A,V,,,,,,,,,,,,,,1
retrato,retrato,nms    ,NC_O,portrait,,,,,,,,,,,,,,1
rima,rima,nfs    ,NC_A,"rhyme, heap, pile",,,,,,,,,,,,,,1
rimo,rimo,n,NC_O,V,,,,,,,,,,,,,,1
ritualistica,ritualistica,n,NC_A,?,,,,,,,,,,,,,,1
ritualistico,ritualistico,n,NC_O,?,,,,,,,,,,,,,,1
roberta,roberta,n,NC_A,?,,,,,,,,,,,,,,1
roberto,roberto,np,NC_O,?,,,,,,,,,,,,,,1
rocaza,rocaza,n,NC_A,?,,,,,,,,,,,,,,1
rocazo,rocazo,n,NC_O,?,,,,,,,,,,,,,,1
rodea,rodea,n,NC_A,?,,,,,,,,,,,,,,1
rodeo,rodeo,nms    ,NC_O,detour,,,,,,,,,,,,,,1
romana,romana,nfs    ,NC_A,roman,1,,,,,,,,,,,,,1
romano,romano,nms    ,NC_O,roman,1,,,,,,,,,,,,,1
rosada,rosada,nfs    ,NC_A,adj,,,,,,,,,,,,,,1
rosado,rosado,nms    ,NC_O,adj,,,,,,,,,,,,,,1
rota,rota,nfs    ,NC_A,?,,,,,,,,,,,,,,1
rotativa,rotativa,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
rotativo,rotativo,nms    ,NC_O,newspaper,,,,,,,,,,,,,,1
roto,roto,nms    ,NC_O,broken thing or person,,,,,,,,,,,,,,1
roya,roya,nfs    ,NC_A,plant rust,,,,,V,,,,,,,,,1
royo,royo,n,NC_O,V,,,,,,,,,,,,,,1
rubia,rubia,nfs    ,NC_A,blond,1,,,,,,,,,,,,,1
rubio,rubio,nms    ,NC_O,blond,1,,,,,,,,,,,,,1
s√≠ndica,s√≠ndico,n,NC_O,receiver,,,,,,,,,,,,,,1
s√≠ndico,s√≠ndico,nms    ,NC_O,receiver,,,,,,,,,,,,,,1
saca,saca,nfs    ,NC_A,?,,,,,,,,,,,,,,1
saco,saco,nms    ,NC_O,"bag, sack",,,,,,,,,,,,,,1
saluda,saluda,nms    ,NC_A,?,,,,,,,,,,,,,,1
saludo,saludo,nms    ,NC_O,greeting,,,,,,,,,,,,,,1
salvada,salvada,n,NC_A,?,,,,,,,,,,,,,,1
salvado,salvado,nms    ,NC_O,bran,,,,,,,,,,,,,,1
samaritana,samaritano,n,NC_O,Samitarin,1,,,,,,,,,,,,,1
samaritano,samaritano,nms    ,NC_O,samitarin,1,,,,,,,,,,,,,1
santa,santa,n,NC_A,saint,1,,,,,,,,,,,,,1
santera,santero,n,NC_O,saint devotee,1,,,,,,,,,,,,,1
santero,santero,nms    ,NC_O,saint devotee,1,,,,,,,,,,,,,1
santo,santo,nms    ,NC_O,saint,1,,,,,,,,,,,,,1
sapa,sapa,nfs    ,NC_A,toad,1,,,,,,,,,,,,,1
sapo,sapo,nms    ,NC_O,toad,1,,,,,,,,,,,,,1
saya,saya,nfs    ,NC_A,skirt (CU),,,,,,,,,,,,,,1
sayo,sayo,nms    ,NC_O,smock,,,,,,,,,,,,,,1
se√±or√≠a,se√±or√≠a,nfs    ,NC_A,"dominion, authority, gentleman, worshiper",,,,,,,,,,,,,,1
se√±or√≠o,se√±or√≠o,nms    ,NC_O,"feudal estate, dominion",,,,,,,,,,,,,,1
se√±orita,se√±orita,nfs    ,NC_A,Miss,1,,,,,,,,,,,,,1
se√±orito,se√±orito,nms    ,NC_O,mister,1,,,,,,,,,,,,,1
segura,segura,n,NC_A,Adj,,,,,,,,,,,,,,1
seguro,seguro,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
sembrada,sembrada,nfs    ,NC_A,sown lawn,,,,,,,,,,,,,,1
sembrado,sembrado,nms    ,NC_O,?,,,,,,,,,,,,,,1
sensuntepecana,sensuntepecana,nfs    ,NC_A,?,,,,,,,,,,,,,,1
sensuntepecano,sensuntepecano,nms    ,NC_O,?,,,,,,,,,,,,,,1
sentra,sentra,n,NC_A,?,,,,,,,,,,,,,,1
sentro,sentro,n,NC_O,?,,,,,,,,,,,,,,1
serena,serena,nfs    ,NC_A,?,,,,,,,,,,,,,,1
sereno,sereno,nms    ,NC_O,cold humidity,,,,,,,,,,,,,,1
sevicia,sevicia,nfs    ,NC_A,brutality,,,,,,,,,,,,,,1
sevicio,sevicio,n,NC_O,?,,,,,,,,,,,,,,1
sex√≥loga,sex√≥logo,nfs    ,NC_O,sexologist,1,,,,,,,,,,,,,1
sex√≥logo,sex√≥logo,nms    ,NC_O,sexologist,1,,,,,,,,,,,,,1
sierva,sierva,n,NC_A,maid,,,,,,,,,,,,,,1
siervo,siervo,nms    ,NC_O,maid,,,,,,,,,,,,,,1
ska,ska,n,NC_A,ska,,,,,,,,,,,,,,1
sko,sko,n,NC_O,?,,,,,,,,,,,,,,1
sobrinita,sobrinita,n,NC_A,little cousin,1,,,,,,,,,,,,,1
sobrinito,sobrinito,n,NC_O,little cousin,1,,,,,,,,,,,,,1
soltera,soltera,n,NC_A,single person,1,,,,,,,,,,,,,1
soltero,soltero,nms    ,NC_O,single person,1,,,,,,,,,,,,,1
sotana,sotana,nfs    ,NC_A,"cassock (litergical clothing), beating",,,,,,,,,,,,,,1
sotano,s√≥tano,n,NC_O,basement,,,,,,,,,,,,,,1
sra,sra,n,NC_A,?,,,,,,,,,,,,,,1
sro,sro,n,NC_O,?,,,,,,,,,,,,,,1
sta,sta,n,NC_A,?,,,,,,,,,,,,,,1
sto,sto,n,NC_O,?,,,,,,,,,,,,,,1
subsecretaria,subsecretaria,n,NC_A,undersecretary,,,,,,,,,,,,,,1
subsecretario,subsecretario,nms    ,NC_O,undersecretary,,,,,,,,,,,,,,1
sue√±a,sue√±o,n,NC_O,V,,,,,,,,,,,,,,1
sue√±o,sue√±o,n,NC_O,dream,,,,,,,,,,,,,,1
suegra,suegra,n,NC_A,mother in law,,,,,,,,,,,,,,1
suegro,suegro,nms    ,NC_O,father in law,,,,,,,,,,,,,,1
sumatoria,sumatoria,n,NC_A,summation,,,1,,,,,,,,,,,1
sumatorio,sumatorio,n,NC_O,summation,,,,,,,,,,,,,,1
sustituta,sustituto,n,NC_O,substitute,1,,,,,,,,,,,,,1
sustituto,sustituto,nms    ,NC_O,substitute,1,,,,,,,,,,,,,1
t√°ctica,t√°ctica,nfs    ,NC_A,tactic,,,,,"Adj, ",,,,,,,,,1
t√°ctico,t√°ctico,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
t√©cnica,t√©cnica,nfs    ,NC_A,technician,,,,,,,,,,,,,,1
t√©cnico,t√©cnico,nms    ,NC_O,technician,,,,,,,,,,,,,,1
t√©rmica,t√©rmica,n,NC_A,Thermal,,,,,,,,,,,,,,1
t√©rmico,t√©rmico,n,NC_O,Adj,,,,,,,,,,,,,,1
t√≠a,t√≠a,n,NC_A,aunt,1,,,,,,,,,,,,,1
t√≠o,t√≠o,nms    ,NC_O,uncle,1,,,,,,,,,,,,,1
t√≥nica,t√≥nica,nfs    ,NC_A,tonic,,,,,,,,,,,,,,1
t√≥nico,t√≥nico,nms    ,NC_O,adj,,,,,,,,,,,,,,1
talo,talo,n,NC_O,"stem, shaft, ",,,,1,V,,,,,,,,,1
tapada,tapada,nfs    ,NC_A,(COL) cover,,,1,,,,,,,,,,,1
tapado,tapado,nms    ,NC_O,(AG) dark horse,,,1,,,,,,,,,,,1
tatarabuela,tatarabuela,nfs    ,NC_A,great-great-grandmother,1,,,,,,,,,,,,,1
tatarabuelo,tatarabuelo,nms    ,NC_O,great-great-grandfather,1,,,,,,,,,,,,,1
te√±ida,te√±ido,n,NC_O,?,,,,,,,,,,,,,,1
te√±ido,te√±ido,nms    ,NC_O,?,,,,,,,,,,,,,,1
tejida,tejido,n,NC_O,?,,,,,,,,,,,,,,1
tejido,tejido,n,NC_O,fabric,,,,,V,,,,,,,,,1
tercia,tercia,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
tercio,tercio,n,NC_O,one third,,,,,,,,,,,,,,1
terna,terna,nfs    ,NC_A,set of three,,,,,,,,,,,,,,1
ternera,ternera,nfs    ,NC_A,"calf, veal, beef",1,,,,,,,,,,,,,1
ternero,ternero,nms    ,NC_O,calf,1,,,,,,,,,,,,,1
terno,terno,nms    ,NC_O,trio,,,,,,,,,,,,,,1
tesorera,tesorero,n,NC_O,treasurer,1,,,,,,,,,,,,,1
tesorero,tesorero,nms    ,NC_O,treasurer,1,,,,,,,,,,,,,1
tia,tia,n,NC_A,aunt,1,,,,,,,,,,,,,1
tibia,tibia,nfs    ,NC_A,"tibia, shinbone",,,,,,,,,,,,,,1
tibio,tibio,n,NC_O,?,,,,,,,,,,,,,,1
tica,tico,n,NC_O,costa rican,1,,,,,,,,,,,,,1
tico,tico,n,NC_O,costa rican,1,,,,,,,,,,,,,1
tigra,tigra,nfs    ,NC_A,?,,,,,,,,,,,,,,1
tigro,tigro,n,NC_O,?,,,,,,,,,,,,,,1
tila,tila,nfs    ,NC_A,linden flower/tree,,,,,,,,,,,,,,1
tilo,tilo,nms    ,NC_O,linden wood,,,,,,,,,,,,,,1
tio,tio,n,NC_O,uncle,1,,,,,,,,,,,,,1
tipa,tipa,nfs    ,NC_A,person,1,,,,,,,,,,,,,1
tipo,tipo,nms    ,NC_O,person,1,,,,,,,,,,,,,1
tita,tita,nfs    ,NC_A,"theta, grandma (MX)",,,,,,,,,,,,,,1
tito,tito,nms    ,NC_O,grandpa (MX),,,,,,,,,,,,,,1
tolda,tolda,n,NC_A,V,,,,,,,,,,,,,,1
toldo,toldo,nms    ,NC_O,awning,,,,,V,,,,,,,,,1
torera,torera,nfs    ,NC_A,bullfighter,,,,,,,,,,,,,,1
torero,torero,nms    ,NC_O,bullfighter,,,,,,,,,,,,,,1
toscana,toscana,nfs    ,NC_A,Tuscan,1,,,,,,,,,,,,,1
toscano,toscano,nms    ,NC_O,tuscan,1,,,,,,,,,,,,,1
tota,tota,n,NC_A,genitalia,,,,,,,,,,,,,,1
totita,totita,n,NC_A,?,,,,,,,,,,,,,,1
totito,totito,n,NC_O,?,,,,,,,,,,,,,,1
toto,toto,n,NC_O,?,,,,,,,,,,,,,,1
tra√≠da,tra√≠da,nfs    ,NC_A,bringing,,,,,V,,,,,,,,,1
tra√≠do,tra√≠do,n,NC_O,Adj/V,,,,,,,,,,,,,,1
trasera,trasera,nfs    ,NC_A,?,,,,,,,,,,,,,,1
trasero,trasero,nms    ,NC_O,butt,,,,,,,,,,,,,,1
traslada,traslado,n,NC_O,V,,,,,,,,,,,,,,1
traslado,traslado,nms    ,NC_O,"move, removal, transfer, copy",,,,,V,,,,,,,,,1
traumat√≥loga,traumat√≥logo,nfs    ,NC_O,traumatologist,1,,,,,,,,,,,,,1
traumat√≥logo,traumat√≥logo,nms    ,NC_O,traumatologist,1,,,,,,,,,,,,,1
trazada,trazado,n,NC_O,V,,,,,,,,,,,,,,1
trazado,trazado,n,NC_O,tracing,,,,,,,,,,,,,,1
tribuna,tribuna,nfs    ,NC_A,"gallery, tribune, oratory",,,,,,,,,,,,,,1
tribuno,tribuno,nms    ,NC_O,tribune,,,,,,,,,,,,,,1
tunera,tunera,nfs    ,NC_A,someone from las tunas,1,,,,,,,,,,,,,1
tunero,tunero,n,NC_O,someone from las tunas,1,,,,,,,,,,,,,1
unica,unica,n,NC_A,?,,,,,,,,,,,,,,1
unico,unico,n,NC_O,?,,,,,,,,,,,,,,1
urinaria,urinaria,n,NC_A,adj,,,,,,,,,,,,,,1
urinario,urinario,nms    ,NC_O,urinal,,,,,,,,,,,,,,1
usa,usa,n,NC_A,?,,,,,,,,,,,,,,1
uso,uso,nms    ,NC_O,use,,,,,,,,,,,,,,1
usurera,usurero,n,NC_O,user,1,,,,,,,,,,,,,1
usurero,usurero,nms    ,NC_O,user,1,,,,,,,,,,,,,1
valenciana,valenciana,nfs    ,NC_A,valencian,1,,,,,,,,,,,,,1
valenciano,valenciano,nms    ,NC_O,valencian,1,,,,,,,,,,,,,1
vampira,vampiro,n,NC_O,vampire,1,,,,,,,,,,,,,1
vampiro,vampiro,nms    ,NC_O,vampire,1,,,,,,,,,,,,,1
vecina,vecina,n,NC_A,neighbor,1,,,,,,,,,,,,,1
vecino,vecino,nms    ,NC_O,neighbor,1,,,,,,,,,,,,,1
venta,venta,nfs    ,NC_A,sale,,,,,,,,,,,,,,1
vento,viento,n,NC_O,?,,,,,,,,,,,,,,1
verga,verga,nfs    ,NC_A,"pole, rod, (LA) penis",,1,,,,,,,,,,,,1
vergo,vergo,n,NC_O,?,,,,,,,,,,,,,,1
veterinaria,veterinaria,nfs    ,NC_A,vet,1,,,,,,,,,,,,,1
veterinario,veterinario,nms    ,NC_O,vet,1,,,,,,,,,,,,,1
vicaria,vicario,n,NC_O,vicar,1,,,,,,,,,,,,,1
vicario,vicario,nms    ,NC_O,vicar,1,,,,,,,,,,,,,1
viceministra,viceministra,n,NC_A,viceminister,1,,,,,,,,,,,,,1
viceministro,viceministro,nms    ,NC_O,viceminister,1,,,,,,,,,,,,,1
vicesecretaria,vicesecretaria,nfs    ,NC_A,vicesecretary ,1,,,,,,,,,,,,,1
vicesecretario,vicesecretario,n,NC_O,vicesecretary ,1,,,,,,,,,,,,,1
vieja,vieja,nfs    ,NC_A,old person,1,,,,,,,,,,,,,1
viejita,viejita,n,NC_A,little old person,1,,,,,,,,,,,,,1
viejito,viejito,n,NC_O,little old person,1,,,,,,,,,,,,,1
viejo,viejo,nms    ,NC_O,old person,1,,,,,,,,,,,,,1
virtuosa,virtuosa,nfs    ,NC_A,virtuous person,1,,,,,,,,,,,,,1
virtuoso,virtuoso,nms    ,NC_O,virtuous person,1,,,,,,,,,,,,,1
viuda,viuda,nfs    ,NC_A,widow,1,,,,,,,,,,,,,1
viudo,viudo,nms    ,NC_O,widow,1,,,,,,,,,,,,,1
voluntaria,voluntaria,n,NC_A,volunteer,1,,,,,,,,,,,,,1
voluntario,voluntario,nms    ,NC_O,volunteer,1,,,,,,,,,,,,,1
vuelta,vuelta,nfs    ,NC_A,"turn, return ,walk, change of money",,,,,,,,,,,,,,1
vuelto,vuelto,nms    ,NC_O,change of money,,,,,,,,,,,,,,1
xa,xa,n,NC_A,?,,,,,,,,,,,,,,1
xo,xo,n,NC_O,?,,,,,,,,,,,,,,1
zafira,zafira,nfs    ,NC_A,?,,,,,,,,,,,,,,1
zafiro,zafiro,nms    ,NC_O,sapphire,,,,,,,,,,,,,,1
zamba,zamba,nfs    ,NC_A,racist term for native americans,1,,,,,,,,,,,,,1
zambo,zambo,nms    ,NC_O,racist term for native americans,1,,,,,,,,,,,,,1
zorra,zorra,nfs    ,NC_A,fox,1,,,,,,,,,,,,,1
zorro,zorro,nms    ,NC_O,fox,1,,,,,,,,,,,,,1