word,wordID_set,lemma,POS,Inflection_Class,Meaning,Animacy,Innapropriate?,Derivational Morpheme?,Potential,
punta,"{103185, 245242, 46700, 50470}",punta,nfs    ,NC_A,,,,,,
puntera,{119579},puntera,nfs    ,NC_A,,,,,,
puntero,{28841},puntero,nms    ,NC_O,,,,,,
puntilla,{67986},puntilla,nfs    ,NC_A,,,,,,
puntillo,{169103},puntillo,nms    ,NC_O,,,,,,
puntita,{118821},puntita,n,NC_A,,,,,,
puntito,{48949},puntito,n,NC_O,,,,,,
punto,"{53347, 54899, 83645}",punto,n,NC_O,,,,,,
puta,"{26500, 120718}",puta,nfs    ,NC_A,,,,,,
puto,{213783},puto,nms    ,NC_O,,,,,,
qua,{200735},qua,n,NC_A,,,,,,
quiebra,{320744},quiebra,nfs    ,NC_A,,,,,,
quiebro,{195504},quiebro,nms    ,NC_O,,,,,,
quimica,{88353},qu√≠mica,n,NC_A,,,,,,
quimico,{189117},qu√≠mico,n,NC_O,,,,,,
quiropr√°ctica,"{184296, 156393}",quiropr√°ctica,nfs    ,NC_A,,,,,,
quiropr√°ctico,{135202},quiropr√°ctico,nms    ,NC_O,,,,,,
quo,{78167},quo,n,NC_O,,,,,,
qu√≠mica,{29187},qu√≠mica,nfs    ,NC_A,,,,,,
qu√≠mico,{21584},qu√≠mico,nms    ,NC_O,,,,,,
rada,"{122321, 122451}",rada,nfs    ,NC_A,,,,,,
rado,{495063},rado,n,NC_O,,,,,,
rama,"{6520, 41683, 305308}",rama,nfs    ,NC_A,,,,,,
ramo,{13596},ramo,nms    ,NC_O,,,,,,
ranchera,{131867},ranchera,nfs    ,NC_A,,,,,,
ranchero,"{143256, 600082}",ranchero,nms    ,NC_O,,,,,,
raspada,{570196},raspada,nfs    ,NC_A,,,,,,
raspado,{101794},raspado,nms    ,NC_O,,,,,,
rastra,"{135203, 570198}",rastra,nfs    ,NC_A,,,,,,
rastro,"{11336, 143500}",rastro,nms    ,NC_O,,,,,,
rata,{63519},rata,nms    ,NC_A,,,,,,
rato,"{240361, 101899}",rato,nms    ,NC_O,,,,,,
raya,"{14874, 158381}",raya,nfs    ,NC_A,,,,,,
rayita,{102322},rayita,n,NC_A,,,,,,
rayito,{100707},rayito,n,NC_O,,,,,,
rayo,"{37418, 164091, 147677}",rayo,nms    ,NC_O,,,,,,
rea,{131254},reo,n,NC_O,,,,,,
reata,{221763},reata,nfs    ,NC_A,,,,,,
reato,{164426},reato,n,NC_O,,,,,,
rebaja,{20810},rebaja,nfs    ,NC_A,,,,,,
rebajo,{2905752},rebajo,nms    ,NC_O,,,,,,
reconocia,{250301},reconocia,n,NC_A,,,,,,
reconocio,{161281},reconocio,n,NC_O,,,,,,
recordatoria,{600179},recordatorio,n,NC_O,,,,,,
recordatorio,"{600180, 92090, 184308, 24775}",recordatorio,nms    ,NC_O,,,,,,
recrea,{163018},recreo,n,NC_O,,,,,,
recreo,"{22368, 130080, 156703}",recreo,nms    ,NC_O,,,,,,
recta,"{14814, 222519}",recta,nfs    ,NC_A,,,,,,
recto,{22154},recto,nms    ,NC_O,,,,,,
refrenda,{335029},refrenda,n,NC_A,,,,,,
refrendo,{101411},refrendo,nms    ,NC_O,,,,,,
regala,"{220250, 124110}",regala,nfs    ,NC_A,,,,,,
regalo,"{64872, 117064}",regalo,nms    ,NC_O,,,,,,
reina,"{195520, 6034, 15046}",reina,nfs    ,NC_A,,,,,,
reino,{10339},reino,nms    ,NC_O,,,,,,
rellena,{181101},rellena,nfs    ,NC_A,,,,,,
relleno,"{145290, 425011, 12021}",relleno,nms    ,NC_O,,,,,,
remera,{39756},remera,nfs    ,NC_A,,,,,,
remero,{161979},remero,nms    ,NC_O,,,,,,
renuncia,"{6497, 142771, 158062}",renuncia,nfs    ,NC_A,,,,,,
renuncio,{156398},renuncio,nms    ,NC_O,,,,,,
reo,"{26288, 121369}",reo,nms    ,NC_O,,,,,,
reportera,"{108152, 36739}",reportera,n,NC_A,,,,,,
reportero,"{81249, 161650, 14599}",reportero,nms    ,NC_O,,,,,,
repostera,{166900},repostero,n,NC_O,,,,,,
repostero,{211099},repostero,nms    ,NC_O,,,,,,
respondia,{181106},respondia,n,NC_A,,,,,,
respondio,{110384},respondio,n,NC_O,,,,,,
resta,{50027},resta,nfs    ,NC_A,,,,,,
resto,"{124114, 83706}",resto,nms    ,NC_O,,,,,,
retrata,{193891},retrata,n,NC_A,,,,,,
retrato,"{68106, 215266}",retrato,nms    ,NC_O,,,,,,
ret√≠cula,{127653},ret√≠cula,nfs    ,NC_A,,,,,,
ret√≠culo,{100620},ret√≠culo,nms    ,NC_O,,,,,,
ret√≥rica,"{12977, 120210}",ret√≥rica,nfs    ,NC_A,,,,,,
ret√≥rico,{150677},ret√≥rico,nms    ,NC_O,,,,,,
reversa,{55038},reverso,nj,NC_O,,,,,,
reverso,"{335060, 29734}",reverso,nms    ,NC_O,,,,,,
ria,{215270},ria,n,NC_A,,,,,,
ricina,{160302},ricina,n,NC_A,,,,,,
ricino,{116087},ricino,nms    ,NC_O,,,,,,
rima,{158397},rima,nfs    ,NC_A,,,,,,
rimo,{380049},rimo,n,NC_O,,,,,,
rio,"{2920800, 155459, 2920797}",rio,n,NC_O,,,,,,
ritualistica,{2338187},ritualistica,n,NC_A,,,,,,
ritualistico,{2338189},ritualistico,n,NC_O,,,,,,
rivera,"{62858, 2338279}",ribera,n,NC_A,,,,,,
rivero,{2338300},rivero,n,NC_O,,,,,,
roberta,{1981544},roberta,n,NC_A,,,,,,
roberto,"{1981557, 61636, 146085, 245286}",roberto,np,NC_O,,,,,,
rocaza,{1981682},rocaza,n,NC_A,,,,,,
rocazo,{1981683},rocazo,n,NC_O,,,,,,
rodea,{56695},rodea,n,NC_A,,,,,,
rodeo,"{183387, 42550}",rodeo,nms    ,NC_O,,,,,,
rodilla,{189143},rodilla,nfs    ,NC_A,,,,,,
rodillo,{40444},rodillo,nms    ,NC_O,,,,,,
romana,"{109971, 75718}",romana,nfs    ,NC_A,,,,,,
romano,"{46740, 59085}",romano,nms    ,NC_O,,,,,,
rosada,"{146603, 146883}",rosada,nfs    ,NC_A,,,,,,
rosado,"{58114, 275151}",rosado,nms    ,NC_O,,,,,,
rota,"{125990, 107086}",rota,nfs    ,NC_A,,,,,,
rotativa,{162329},rotativa,nfs    ,NC_A,,,,,,
rotativo,{38176},rotativo,nms    ,NC_O,,,,,,
roto,{56214},roto,nms    ,NC_O,,,,,,
roya,{53994},roya,nfs    ,NC_A,,,,,,
royo,"{212468, 187212}",royo,n,NC_O,,,,,,
rubia,{22018},rubia,nfs    ,NC_A,,,,,,
rubio,{48994},rubio,nms    ,NC_O,,,,,,
rueda,"{45194, 180659}",rueda,nfs    ,NC_A,,,,,,
ruedo,{24177},ruedo,nms    ,NC_O,,,,,,
rumba,"{123776, 132707, 30940}",rumba,nfs    ,NC_A,,,,,,
rumbo,"{65592, 205753, 23218, 196060}",rumbo,n,NC_O,,,,,,
r√≠a,{62761},r√≠a,nfs    ,NC_A,,,,,,
r√≠o,"{2920808, 2920804, 2920806}",r√≠o,nms    ,NC_O,,,,,,
saca,"{25789, 26295}",saca,nfs    ,NC_A,,,,,,
saco,{142088},saco,nms    ,NC_O,,,,,,
saluda,{95392},saluda,nms    ,NC_A,,,,,,
saludo,"{50133, 59021}",saludo,nms    ,NC_O,,,,,,
salvada,{221064},salvada,n,NC_A,,,,,,
salvado,"{58905, 123596}",salvado,nms    ,NC_O,,,,,,
samaritana,"{67905, 178340}",samaritano,n,NC_O,,,,,,
samaritano,"{59777, 220290, 212473}",samaritano,nms    ,NC_O,,,,,,
santa,"{12431, 49968, 211794, 580055, 580056, 21020}",santa,n,NC_A,,,,,,
santera,{161992},santero,n,NC_O,,,,,,
santero,"{285057, 101522, 785155, 785156}",santero,nms    ,NC_O,,,,,,
santo,"{107088, 14329, 90866, 5899}",santo,nms    ,NC_O,,,,,,
sapa,{211797},sapa,nfs    ,NC_A,,,,,,
sapo,"{27122, 117333}",sapo,nms    ,NC_O,,,,,,
saya,{101316},saya,nfs    ,NC_A,,,,,,
sayo,{116932},sayo,nms    ,NC_O,,,,,,
segura,"{28737, 81118}",segura,n,NC_A,,,,,,
seguro,{65187},seguro,nms    ,NC_O,,,,,,
sembrada,{224907},sembrada,nfs    ,NC_A,,,,,,
sembrado,{75773},sembrado,nms    ,NC_O,,,,,,
sena,"{123451, 59739, 91326, 38142}",sena,nfs    ,NC_A,,,,,,
seno,{80345},seno,n,NC_O,,,,,,
sensuntepecana,{2940875},sensuntepecana,nfs    ,NC_A,,,,,,
sensuntepecano,{2940876},sensuntepecano,nms    ,NC_O,,,,,,
sentra,{162718},sentra,n,NC_A,,,,,,
sentro,{580176},sentro,n,NC_O,,,,,,
serena,"{125992, 142328}",serena,nfs    ,NC_A,,,,,,
sereno,"{62171, 200182}",sereno,nms    ,NC_O,,,,,,
sevicia,{118218},sevicia,nfs    ,NC_A,,,,,,
sevicio,{186749},sevicio,n,NC_O,,,,,,
sex√≥loga,{83769},sex√≥logo,nfs    ,NC_O,,,,,,
sex√≥logo,{87924},sex√≥logo,nms    ,NC_O,,,,,,
se√±a,"{105249, 30270}",se√±a,nfs    ,NC_A,,,,,,
se√±o,{141362},se√±o,n,NC_O,,,,,,
se√±orita,"{232144, 87849, 183884}",se√±orita,nfs    ,NC_A,,,,,,
se√±orito,{75668},se√±orito,nms    ,NC_O,,,,,,
se√±or√≠a,"{185752, 92277}",se√±or√≠a,nfs    ,NC_A,,,,,,
se√±or√≠o,{35052},se√±or√≠o,nms    ,NC_O,,,,,,
sierva,{49009},sierva,n,NC_A,,,,,,
siervo,"{79881, 11117}",siervo,nms    ,NC_O,,,,,,
sigla,{22095},sigla,nfs    ,NC_A,,,,,,
siglo,"{29396, 59740}",siglo,nms    ,NC_O,,,,,,
siniestra,{84968},siniestra,nfs    ,NC_A,,,,,,
siniestro,{305442},siniestro,nms    ,NC_O,,,,,,
ska,{59090},ska,n,NC_A,,,,,,
sko,{2950934},sko,n,NC_O,,,,,,
sobrinita,{130276},sobrinita,n,NC_A,,,,,,
sobrinito,{164458},sobrinito,n,NC_O,,,,,,
solana,{275217},solana,nfs    ,NC_A,,,,,,
solano,{189649},solano,nms    ,NC_O,,,,,,
soltera,{24318},soltera,n,NC_A,,,,,,
soltero,{181137},soltero,nms    ,NC_O,,,,,,
sota,{155791},sota,nms    ,NC_A,,,,,,
sotana,"{965316, 48996}",sotana,nfs    ,NC_A,,,,,,
sotano,{186761},s√≥tano,n,NC_O,,,,,,
soto,"{545114, 965323, 108766}",soto,nms    ,NC_O,,,,,,
sra,{77851},sra,n,NC_A,,,,,,
sro,{1996535},sro,n,NC_O,,,,,,
sta,{57299},sta,n,NC_A,,,,,,
sto,{115646},sto,n,NC_O,,,,,,
subsecretaria,"{216072, 53767}",subsecretaria,n,NC_A,,,,,,
subsecretario,{95828},subsecretario,nms    ,NC_O,,,,,,
suegra,{14427},suegra,n,NC_A,,,,,,
suegro,{26361},suegro,nms    ,NC_O,,,,,,
sue√±a,{92357},sue√±o,n,NC_O,,,,,,
sue√±o,{14081},sue√±o,n,NC_O,,,,,,
suma,"{150152, 55925}",suma,nfs    ,NC_A,,,,,,
sumatoria,{43402},sumatoria,n,NC_A,,,,,,
sumatorio,{224937},sumatorio,n,NC_O,,,,,,
sumo,{21819},sumo,nms    ,NC_O,,,,,,
sustituta,"{90195, 131695}",sustituto,n,NC_O,,,,,,
sustituto,"{12584, 205138}",sustituto,nms    ,NC_O,,,,,,
s√°tira,{31053},s√°tira,nfs    ,NC_A,,,,,,
s√°tiro,{124120},s√°tiro,nms    ,NC_O,,,,,,
s√≠ndica,{380186},s√≠ndico,n,NC_O,,,,,,
s√≠ndico,"{235765, 39991}",s√≠ndico,nms    ,NC_O,,,,,,
tala,"{162012, 27631}",tala,nms    ,NC_A,,,,,,
talla,{157744},talla,nfs    ,NC_A,,,,,,
tallo,"{201384, 23945}",tallo,nms    ,NC_O,,,,,,
talo,{250418},talo,n,NC_O,,,,,,
tapada,{117504},tapada,nfs    ,NC_A,,,,,,
tapado,{83590},tapado,nms    ,NC_O,,,,,,
tatarabuela,{184344},tatarabuela,nfs    ,NC_A,,,,,,
tatarabuelo,{109008},tatarabuelo,nms    ,NC_O,,,,,,
teja,{65950},teja,nms    ,NC_A,,,,,,
tejida,{190206},tejido,n,NC_O,,,,,,
tejido,"{55906, 165198}",tejido,n,NC_O,,,,,,
tejo,{91699},tejo,nms    ,NC_O,,,,,,
tercia,{175407},tercia,nfs    ,NC_A,,,,,,
tercio,"{185785, 37050}",tercio,n,NC_O,,,,,,
terna,{35396},terna,nfs    ,NC_A,,,,,,
ternera,{39200},ternera,nfs    ,NC_A,,,,,,
ternero,{56435},ternero,nms    ,NC_O,,,,,,
terno,{92750},terno,nms    ,NC_O,,,,,,
tesorera,{91628},tesorero,n,NC_O,,,,,,
tesorero,"{70105, 23821}",tesorero,nms    ,NC_O,,,,,,
te√±ida,{218928},te√±ido,n,NC_O,,,,,,
te√±ido,"{109845, 92919}",te√±ido,nms    ,NC_O,,,,,,
tia,"{95232, 155795, 30509}",tia,n,NC_A,,,,,,
tibia,"{142569, 46805}",tibia,nfs    ,NC_A,,,,,,
tibio,{102010},tibio,n,NC_O,,,,,,
tica,{116942},tico,n,NC_O,,,,,,
tico,{62205},tico,n,NC_O,,,,,,
tigra,"{265049, 231372}",tigra,nfs    ,NC_A,,,,,,
tigro,{2981122},tigro,n,NC_O,,,,,,
tila,"{124840, 188201}",tila,nfs    ,NC_A,,,,,,
tilo,"{192834, 118687}",tilo,nms    ,NC_O,,,,,,
tinta,"{116943, 95063}",tinta,n,NC_A,,,,,,
tinto,"{250437, 57759}",tinto,nms    ,NC_O,,,,,,
tio,"{22707, 53325}",tio,n,NC_O,,,,,,
tipa,"{765112, 39916}",tipa,nfs    ,NC_A,,,,,,
tipo,"{15081, 43177, 30147, 150703}",tipo,nms    ,NC_O,,,,,,
tirada,{25559},tirada,nfs    ,NC_A,,,,,,
tirado,{63612},tirado,nms    ,NC_O,,,,,,
tita,"{183430, 765127}",tita,nfs    ,NC_A,,,,,,
tito,"{128200, 134165, 179758, 66527}",tito,nms    ,NC_O,,,,,,
tolda,{77630},tolda,n,NC_A,,,,,,
toldo,{62899},toldo,nms    ,NC_O,,,,,,
toma,"{214635, 82191}",toma,nfs    ,NC_A,,,,,,
tomo,{10959},tomo,nms    ,NC_O,,,,,,
tora,"{212523, 93412}",tora,nfs    ,NC_A,,,,,,
torera,{108165},torera,nfs    ,NC_A,,,,,,
torero,"{175409, 20950}",torero,nms    ,NC_O,,,,,,
tormenta,"{57593, 6147, 131476}",tormenta,nfs    ,NC_A,,,,,,
tormento,{24266},tormento,nms    ,NC_O,,,,,,
toro,"{29604, 189678}",toro,nms    ,NC_O,,,,,,
toscana,{88982},toscana,nfs    ,NC_A,,,,,,
toscano,{265056},toscano,nms    ,NC_O,,,,,,
tota,{147174},tota,n,NC_A,,,,,,
totita,{2986206},totita,n,NC_A,,,,,,
totito,{2986207},totito,n,NC_O,,,,,,
toto,"{181153, 2986212, 2986213}",toto,n,NC_O,,,,,,
trama,"{52201, 192838}",trama,n,NC_A,,,,,,
tramo,{191259},tramo,nms    ,NC_O,,,,,,
tranca,{95725},tranca,nms    ,NC_A,,,,,,
tranco,{146373},tranco,nms    ,NC_O,,,,,,
trasera,{57854},trasera,nfs    ,NC_A,,,,,,
trasero,{20296},trasero,nms    ,NC_O,,,,,,
traslada,{125315},traslado,n,NC_O,,,,,,
traslado,{133745},traslado,nms    ,NC_O,,,,,,
trata,{38940},trata,nfs    ,NC_A,,,,,,
trato,{132105},trato,nms    ,NC_O,,,,,,
traumat√≥loga,{745107},traumat√≥logo,nfs    ,NC_O,,,,,,
traumat√≥logo,{84401},traumat√≥logo,nms    ,NC_O,,,,,,
traza,"{47672, 1450614}",traza,nfs    ,NC_A,,,,,,
trazada,{95649},trazado,n,NC_O,,,,,,
trazado,"{1450617, 67357}",trazado,n,NC_O,,,,,,
trazo,{23599},trazo,nms    ,NC_O,,,,,,
tra√≠da,{126006},tra√≠da,nfs    ,NC_A,,,,,,
tra√≠do,{118839},tra√≠do,n,NC_O,,,,,,
tribuna,"{14465, 60277, 166942}",tribuna,nfs    ,NC_A,,,,,,
tribuno,{122018},tribuno,nms    ,NC_O,,,,,,
trilla,{148007},trilla,nfs    ,NC_A,,,,,,
trillo,{135428},trillo,nms    ,NC_O,,,,,,
tromba,{86134},tromba,nfs    ,NC_A,,,,,,
trombo,{118362},trombo,nms    ,NC_O,,,,,,
trompa,{218942},trompa,n,NC_A,,,,,,
trompo,{55321},trompo,nms    ,NC_O,,,,,,
trona,{223410},trona,nfs    ,NC_A,,,,,,
trono,{300092},trono,nms    ,NC_O,,,,,,
tumba,{101026},tumba,nfs    ,NC_A,,,,,,
tumbo,{126011},tumbo,nms    ,NC_O,,,,,,
tunera,{300095},tunera,nfs    ,NC_A,,,,,,
tunero,{325094},tunero,n,NC_O,,,,,,
t√°ctica,"{13666, 250413}",t√°ctica,nfs    ,NC_A,,,,,,
t√°ctico,{82710},t√°ctico,nms    ,NC_O,,,,,,
t√©cnica,{163789},t√©cnica,nfs    ,NC_A,,,,,,
t√©cnico,{218923},t√©cnico,nms    ,NC_O,,,,,,
t√©rmica,"{161007, 116383}",t√©rmica,n,NC_A,,,,,,
t√©rmico,{219620},t√©rmico,n,NC_O,,,,,,
t√≠a,{83258},t√≠a,n,NC_A,,,,,,
t√≠o,{59708},t√≠o,nms    ,NC_O,,,,,,
t√≥nica,{26645},t√≥nica,nfs    ,NC_A,,,,,,
t√≥nico,{57910},t√≥nico,nms    ,NC_O,,,,,,
unica,"{23265, 155507}",unica,n,NC_A,,,,,,
unico,{91179},unico,n,NC_O,,,,,,
urinaria,{325117},urinaria,n,NC_A,,,,,,
urinario,{135434},urinario,nms    ,NC_O,,,,,,
usa,{930327},usa,n,NC_A,,,,,,
uso,"{78341, 15366, 58119, 21195, 20885}",uso,nms    ,NC_O,,,,,,
usurera,{190738},usurero,n,NC_O,,,,,,
usurero,"{132728, 187731}",usurero,nms    ,NC_O,,,,,,
vacuna,{95068},vacuna,nfs    ,NC_A,,,,,,
vacuno,"{58484, 61550}",vacuno,nms    ,NC_O,,,,,,
valenciana,{152474},valenciana,nfs    ,NC_A,,,,,,
valenciano,{51536},valenciano,nms    ,NC_O,,,,,,
vampira,{191757},vampiro,n,NC_O,,,,,,
vampiro,{107101},vampiro,nms    ,NC_O,,,,,,
vara,"{110808, 159678, 127678}",vara,nfs    ,NC_A,,,,,,
varo,{128732},varo,n,NC_O,,,,,,
vecina,"{181624, 11425}",vecina,n,NC_A,,,,,,
vecino,"{125491, 5037}",vecino,nms    ,NC_O,,,,,,
vela,{49497},vela,nfs    ,NC_A,,,,,,
velo,"{161700, 12316}",velo,nms    ,NC_O,,,,,,
venera,"{219652, 490102}",venera,nfs    ,NC_A,,,,,,
venero,{230596},venero,nms    ,NC_O,,,,,,
venta,"{41514, 50546}",venta,nfs    ,NC_A,,,,,,
vento,"{176712, 325145, 183447}",viento,n,NC_O,,,,,,
verba,{135042},verba,nfs    ,NC_A,,,,,,
verbo,{20865},verbo,nms    ,NC_O,,,,,,
verga,"{176713, 22627}",verga,nfs    ,NC_A,,,,,,
vergo,{159069},vergo,n,NC_O,,,,,,
veterinaria,"{38049, 59123, 325155}",veterinaria,nfs    ,NC_A,,,,,,
veterinario,"{77080, 126552, 13637}",veterinario,nms    ,NC_O,,,,,,
vicaria,{1115359},vicario,n,NC_O,,,,,,
vicario,"{52308, 212551}",vicario,nms    ,NC_O,,,,,,
viceministra,"{51648, 231419, 166580}",viceministra,n,NC_A,,,,,,
viceministro,{75626},viceministro,nms    ,NC_O,,,,,,
vicesecretaria,{133751},vicesecretaria,nfs    ,NC_A,,,,,,
vicesecretario,{59918},vicesecretario,n,NC_O,,,,,,
vieja,{10811},vieja,nfs    ,NC_A,,,,,,
viejita,{38120},viejita,n,NC_A,,,,,,
viejito,"{37877, 530285}",viejito,n,NC_O,,,,,,
viejo,"{219656, 5743}",viejo,nms    ,NC_O,,,,,,
virtuosa,{133551},virtuosa,nfs    ,NC_A,,,,,,
virtuoso,{42537},virtuoso,nms    ,NC_O,,,,,,
visa,"{62700, 30388, 6047}",visa,nfs    ,NC_A,,,,,,
viso,{121402},viso,nms    ,NC_O,,,,,,
viuda,"{14840, 146643}",viuda,nfs    ,NC_A,,,,,,
viudo,{56218},viudo,nms    ,NC_O,,,,,,
voluntaria,{53883},voluntaria,n,NC_A,,,,,,
voluntario,"{490177, 20643, 157060}",voluntario,nms    ,NC_O,,,,,,
vuelta,"{20680, 265117}",vuelta,nfs    ,NC_A,,,,,,
vuelto,{50798},vuelto,nms    ,NC_O,,,,,,
xa,{1777052},xa,n,NC_A,,,,,,
xo,{111037},xo,n,NC_O,,,,,,
zafira,{1345594},zafira,nfs    ,NC_A,,,,,,
zafiro,{84279},zafiro,nms    ,NC_O,,,,,,
zamba,{152488},zamba,nfs    ,NC_A,,,,,,
zambo,{188729},zambo,nms    ,NC_O,,,,,,
zanca,{490279},zanca,nfs    ,NC_A,,,,,,
zanco,{1345656},zanco,nms    ,NC_O,,,,,,
zapata,"{78507, 213947}",zapata,nfs    ,NC_A,,,,,,
zapato,"{164850, 15055}",zapato,nms    ,NC_O,,,,,,
zorra,{38456},zorra,nfs    ,NC_A,,,,,,
zorro,"{27496, 95569}",zorro,nms    ,NC_O,,,,,,
¬Ñbuena,{3458542},¬Ñbuena,n,NC_A,,,,,,
¬Ñbueno,{2466588},¬Ñbueno,n,NC_O,,,,,,
¬Ñesta,{2466597},¬Ñesta,n,NC_A,,,,,,
¬Ñesto,{3458560},¬Ñesto,n,NC_O,,,,,,
¬®ama,{3456049},¬®ama,n,NC_A,,,,,,
¬®amo,{3456058},¬®amo,n,NC_O,,,,,,
¬®busca,{2465821},¬®busca,n,NC_A,,,,,,
¬®busco,{2465822},¬®busco,n,NC_O,,,,,,
¬®deja,{3456309},¬®deja,n,NC_A,,,,,,
¬®dejo,{3456315},¬®dejo,n,NC_O,,,,,,
¬®la,"{134842, 183486}",¬®la,n,NC_A,,,,,,
¬®lo,{3456661},¬®lo,n,NC_O,,,,,,
¬®otra,"{3456832, 2466027}",¬®otra,n,NC_A,,,,,,
¬®otro,{3456834},¬®otro,n,NC_O,,,,,,
¬®paga,{3456842},¬®paga,n,NC_A,,,,,,
¬®pago,{3456843},¬®pago,n,NC_O,,,,,,
¬®punta,{3456957},¬®punta,n,NC_A,,,,,,
¬®punto,"{3456958, 3456959}",¬®punto,n,NC_O,,,,,,
¬∞la,{2467039},¬∞la,n,NC_A,,,,,,
¬∞lo,{3460154},¬∞lo,n,NC_O,,,,,,
¬∞nica,{3460168},¬∞nica,n,NC_A,,,,,,
¬∞nico,{3460169},¬∞nico,n,NC_O,,,,,,
¬∞stica,{3460181},¬∞stica,n,NC_A,,,,,,
¬∞stico,{3460182},¬∞stico,n,NC_O,,,,,,
¬±era,{2466881},¬±era,n,NC_A,,,,,,
¬±ero,{3459654},¬±ero,n,NC_O,,,,,,
¬¥anda,{2466269},¬¥anda,n,NC_A,,,,,,
¬¥ando,{3457575},¬¥ando,n,NC_O,,,,,,
¬¥buena,"{3457634, 2466286}",¬¥buena,n,NC_A,,,,,,
¬¥bueno,{3457636},¬¥bueno,n,NC_O,,,,,,
¬¥camina,{2466291},¬¥camina,n,NC_A,,,,,,
¬¥camino,{3457647},¬¥camino,n,NC_O,,,,,,
¬¥esta,{3457810},¬¥esta,n,NC_A,,,,,,
¬¥esto,{1120629},¬¥esto,n,NC_O,,,,,,
¬¥la,{270178},¬¥la,n,NC_A,,,,,,
¬¥lo,{3458011},¬¥lo,n,NC_O,,,,,,
¬¥nuestra,{2466437},¬¥nuestra,n,NC_A,,,,,,
¬¥nuestro,{3458098},¬¥nuestro,n,NC_O,,,,,,
¬¥otra,{3458128},¬¥otra,n,NC_A,,,,,,
¬¥otro,{3458130},¬¥otro,n,NC_O,,,,,,
¬¥santa,{3458343},¬¥santa,n,NC_A,,,,,,
¬¥santo,{2466517},¬¥santo,n,NC_O,,,,,,
¬¥toma,{3458418},¬¥toma,n,NC_A,,,,,,
¬¥tomo,{2466554},¬¥tomo,n,NC_O,,,,,,
¬¥¬¥a,{1120620},¬¥¬¥a,n,NC_A,,,,,,
¬¥¬¥o,{3457443},¬¥¬¥o,n,NC_O,,,,,,
¬¥¬¥ya,{2466245},¬¥¬¥ya,n,NC_A,,,,,,
¬¥¬¥yo,{1015858},¬¥¬¥yo,n,NC_O,,,,,,
¬¥√©sta,{2466347},¬¥√©sta,n,NC_A,,,,,,
¬¥√©sto,{3457817},¬¥√©sto,n,NC_O,,,,,,
¬¥√∫ltima,{3458446},¬¥√∫ltima,n,NC_A,,,,,,
¬¥√∫ltimo,{2466561},¬¥√∫ltimo,n,NC_O,,,,,,
¬Ωblica,{1120699},¬Ωblica,n,NC_A,,,,,,
¬Ωblico,{3460975},¬Ωblico,n,NC_O,,,,,,
¬Ωrica,{1015906},¬Ωrica,n,NC_A,,,,,,
¬Ωrico,{2467357},¬Ωrico,n,NC_O,,,,,,
¬Ωstica,{2467359},¬Ωstica,n,NC_A,,,,,,
¬Ωstico,{2467360},¬Ωstico,n,NC_O,,,,,,
¬Ωtula,{3461036},¬Ωtula,n,NC_A,,,,,,
¬Ωtulo,{3461037},¬Ωtulo,n,NC_O,,,,,,
¬æla,{2467364},¬æla,n,NC_A,,,,,,
¬ælo,{3461051},¬ælo,n,NC_O,,,,,,
√°nima,"{1615960, 64683}",√°nima,nfs    ,NC_A,,,,,,
√°nimo,"{250621, 191343}",√°nimo,n,NC_O,,,,,,
√±a,{191627},√±a,nfs    ,NC_A,,,,,,
√±o,{162968},√±o,nms    ,NC_O,,,,,,
√≥ptica,"{12292, 25205}",√≥ptica,nfs    ,NC_A,,,,,,
√≥ptico,"{805181, 127054}",√≥ptico,nms    ,NC_O,,,,,,